date,oil_price,employment,oil_return,emp_growth
2010-02-28,79.66000366210938,14360081.0,9.2879741105093,0.3386690472044762
2010-03-31,83.76000213623047,14410902.0,5.146872063315344,0.3539046889777353
2010-04-30,86.1500015258789,14549731.0,2.8533898384592415,0.9633609332712068
2010-05-31,73.97000122070312,14783230.0,-14.138131270394682,1.6048337938344037
2010-06-30,75.62999725341797,15045619.0,2.2441476346092504,1.7749098133493124
2010-07-31,78.94999694824219,14861075.0,4.389792166327466,-1.2265630280814621
2010-08-31,71.91999816894531,14639907.0,-8.904368652357997,-1.4882368873045837
2010-09-30,79.97000122070312,14967490.0,11.19299674180716,2.2376030120956347
2010-10-31,81.43000030517578,15010819.0,1.8256834590302473,0.2894874157256755
2010-11-30,84.11000061035156,14953556.0,3.291170692781442,-0.38147818583382787
2010-12-31,91.37999725341795,15072387.0,8.643439056367885,0.7946671681304363
2011-01-31,92.19000244140624,14577610.0,0.8864141084858446,-3.282671815685201
2011-02-28,96.97000122070312,14631158.0,5.184942675682147,0.3673304471720762
2011-03-31,106.72000122070312,14688209.0,10.054655952627112,0.3899281246228181
2011-04-30,113.93000030517578,14807711.0,6.755996066343695,0.8135913643385617
2011-05-31,102.6999969482422,15014466.0,-9.856932613756353,1.3962657699086556
2011-06-30,95.41999816894533,15323337.0,-7.0886066169658974,2.057156078677713
2011-07-31,95.6999969482422,15094806.0,0.2934382568328342,-1.4913918554424588
2011-08-31,88.80999755859375,14904312.0,-7.199581618978312,-1.2619837578568438
2011-09-30,79.19999694824219,15235056.0,-10.820854492210985,2.2191161859735686
2011-10-31,93.19000244140624,15231974.0,17.66414903059481,-0.020229659805648392
2011-11-30,100.36000061035156,15221689.0,7.693956412817471,-0.06752243668483038
2011-12-31,98.83000183105467,15279197.0,-1.5245105320765395,0.3778030151581735
2012-01-31,98.4800033569336,14782578.0,-0.35414192819644974,-3.250295156217964
2012-02-29,107.06999969482422,14813078.0,8.722579249674478,0.20632395783739543
2012-03-31,103.0199966430664,14896138.0,-3.782575010088085,0.5607207360954991
2012-04-30,104.87000274658205,15027983.0,1.795773795184008,0.8850951837315213
2012-05-31,86.52999877929688,15355529.0,-17.488322196008443,2.17957393217707
2012-06-30,84.95999908447266,15609568.0,-1.8143993031002559,1.6543812980978956
2012-07-31,88.05999755859375,15370556.0,3.6487741378608884,-1.5311890758283653
2012-08-31,96.47000122070312,15236066.0,9.550311032558788,-0.8749846134388339
2012-09-30,92.19000244140624,15481594.0,-4.436611096858134,1.611492100388645
2012-10-31,86.23999786376953,15482956.0,-6.454067057236912,0.00879754371545527
2012-11-30,88.91000366210938,15483695.0,3.0960179319085457,0.004772990377288622
2012-12-31,91.81999969482422,15483798.0,3.272968072044957,0.000665215893236315
2013-01-31,97.48999786376952,15024938.0,6.175123271389982,-2.9634847987554447
2013-02-28,92.0500030517578,15082210.0,-5.580054293993786,0.3811796095265052
2013-03-31,97.2300033569336,15147950.0,5.627376570822262,0.4358777659242197
2013-04-30,93.45999908447266,15244677.0,-3.877408353696299,0.6385484504503935
2013-05-31,91.97000122070312,15501388.0,-1.594262656072587,1.6839385970591536
2013-06-30,96.55999755859376,15683440.0,4.990753807728998,1.174423864495222
2013-07-31,105.02999877929688,15505214.0,8.771749621848745,-1.1363960967746833
2013-08-31,107.6500015258789,15418614.0,2.4945280177404605,-0.5585217978932744
2013-09-30,102.33000183105467,15652843.0,-4.941941123470683,1.5191313564241193
2013-10-31,96.37999725341795,15707934.0,-5.8145260150196165,0.3519552326692432
2013-11-30,92.72000122070312,15657065.0,-3.7974643463532964,-0.3238427154073853
2013-12-31,98.41999816894533,15675004.0,6.147537611301779,0.11457447484570782
2014-01-31,97.48999786376952,15216841.0,-0.944930219953255,-2.922889206280266
2014-02-28,102.58999633789062,15226079.0,5.231304324416675,0.06070905255566306
2014-03-31,101.58000183105467,15279142.0,-0.9844960940532999,0.34850075321426477
2014-04-30,99.73999786376952,15360876.0,-1.8113840658768643,0.5349384147355973
2014-05-31,102.70999908447266,15709285.0,2.977743417199319,2.2681584045076697
2014-06-30,105.37000274658205,15935259.0,2.589819575328489,1.4384741253341549
2014-07-31,98.16999816894533,15730547.0,-6.833068605827918,-1.2846480876150146
2014-08-31,95.95999908447266,15599481.0,-2.2511960127261865,-0.8331941667381271
2014-09-30,91.16000366210938,15858890.0,-5.002079479114929,1.6629335296475478
2014-10-31,80.54000091552734,15914722.0,-11.64984896879313,0.352054904220922
2014-11-30,66.1500015258789,15812512.0,-17.866897474636335,-0.6422355351227593
2014-12-31,53.27000045776367,15865472.0,-19.470900636451805,0.3349246470137013
2015-01-31,48.2400016784668,15439361.0,-9.442460552041897,-2.685775752527253
